NINTEN,9-17,21:02:55,Champion,1:01.43,1:01,1,58,3:12,38.133
NINTEN,11-14,15:33:38,Rival1-Lab,50.67,50,0,5,0:02,6.049,PECK,ICE BEAM,null,null
