date_string,time_string,player_name,pokemon,trainer_name,total_pokemon,real_time_total,real_time_hmmss,real_time_file_label,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4,saves,steps,bonks,trainerBattles,wildBattles,battleTurns,playerTurns,enemyTurns,itemsInBag,money,rivalTeam
11-18,15:40:38,NINTEN,Articuno,Channeler,1,5:59.77,5:59,0h5m59s,0,0,30,1:31,1.186,ICE BEAM,PECK,FLY,,2,4065,486,45,28,185,167,83,18,9322,Flareon
11-18,15:40:40,NINTEN,Articuno,Channeler,1,6:01.51,6:01,0h6m1s,0,0,30,1:31,1.062,ICE BEAM,PECK,FLY,,2,4073,487,46,28,186,168,83,18,10042,Flareon
11-18,15:40:46,NINTEN,Articuno,Rocket,3,6:07.94,6:07,0h6m7s,0,0,31,1:33,2.719,ICE BEAM,PECK,FLY,,2,4098,488,47,29,190,172,84,18,10762,Flareon
11-18,15:41:01,NINTEN,Articuno,Biker,3,6:22.29,6:22,0h6m22s,0,0,31,1:37,2.688,ICE BEAM,PECK,FLY,,2,4241,509,48,30,194,176,85,19,11572,Flareon
11-18,15:41:10,NINTEN,Articuno,Biker,5,6:31.83,6:31,0h6m31s,0,0,32,1:39,3.72,ICE BEAM,PECK,FLY,,2,4366,524,49,30,199,181,85,18,12132,Flareon
11-18,15:41:39,NINTEN,Articuno,Rocket,1,7:00.32,7:00,0h7m0s,0,0,32,1:47,2.297,ICE BEAM,PECK,FLY,,2,5010,571,50,31,202,184,87,18,12132,Flareon
11-18,15:41:45,NINTEN,Articuno,Rocket,1,7:06.46,7:06,0h7m6s,0,0,33,1:48,2.047,ICE BEAM,PECK,FLY,,2,5109,594,51,31,204,186,88,19,13122,Flareon
11-18,15:53:38,NINTEN,Articuno,Super Nerd,3,1:34.43,1:34,0h1m34s,0,0,14,0:23,2.501,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,15:53:42,NINTEN,Articuno,Rocket,3,1:38.80,1:38,0h1m38s,0,0,15,0:24,2.439,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,15:53:53,NINTEN,Articuno,Rival2-Nugget Bridge,4,1:49.49,1:49,0h1m49s,0,0,16,0:27,3.953,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,15:53:59,NINTEN,Articuno,Bug Catcher,2,1:56.02,1:56,0h1m56s,0,0,16,0:29,2.374,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,15:54:02,NINTEN,Articuno,Lass,2,1:58.55,1:58,0h1m58s,0,0,16,0:29,1.782,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,15:54:05,NINTEN,Articuno,Youngster,3,2:01.82,2:01,0h2m1s,0,0,17,0:30,2.533,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,15:54:08,NINTEN,Articuno,Lass,2,2:04.28,2:04,0h2m4s,0,0,17,0:31,1.688,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,15:54:10,NINTEN,Articuno,Jr Trainer M,1,2:06.80,2:06,0h2m6s,0,0,17,0:31,1.749,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,15:54:15,NINTEN,Articuno,Rocket,2,2:11.50,2:11,0h2m11s,0,0,18,0:33,2.828,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,15:54:19,NINTEN,Articuno,Hiker,2,2:15.73,2:15,0h2m15s,0,0,18,0:34,1.703,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,15:54:25,NINTEN,Articuno,Lass,2,2:21.21,2:21,0h2m21s,0,0,18,0:35,3.014,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,15:54:28,NINTEN,Articuno,Jr Trainer M,2,2:25.04,2:25,0h2m25s,0,0,19,0:36,1.876,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,15:54:32,NINTEN,Articuno,Lass,3,2:28.43,2:28,0h2m28s,0,0,19,0:37,1700348072.363,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,15:55:53,NINTEN,Articuno,Super Nerd,2,1:18.09,1:18,0h1m18s,0,0,13,0:19,2.249,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,15:56:53,NINTEN,Articuno,Bug Catcher,3,57.82,57,0h0m57s,0,0,10,0:13,4.311,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,15:58:02,NINTEN,Articuno,Bug Catcher,1,1:08.13,1:08,0h1m8s,1,0,7,0:10,2.562,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,15:58:08,NINTEN,Articuno,Brock,2,1:14.18,1:14,0h1m14s,1,0,9,0:11,2.392,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,15:58:16,NINTEN,Articuno,Bug Catcher,3,1:21.88,1:21,0h1m21s,1,0,10,0:13,4.28,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,15:58:19,NINTEN,Articuno,Youngster,2,1:24.40,1:24,0h1m24s,1,0,10,0:14,1.625,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,15:58:24,NINTEN,Articuno,Bug Catcher,4,1:29.70,1:29,0h1m29s,1,0,11,0:15,4.518,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,15:58:29,NINTEN,Articuno,Bug Catcher,2,1:34.41,1:34,0h1m34s,1,0,12,0:17,2.969,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,15:58:36,NINTEN,Articuno,Super Nerd,2,1:41.86,1:41,0h1m41s,1,0,13,0:19,2.266,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:02:06,NINTEN,Articuno,Bug Catcher,2,1:11.82,1:11,0h1m11s,0,0,12,0:17,1700348526.174,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:10:44,NINTEN,Articuno,Rival1-Lab,1,2:33.77,2:33,0h2m33s,2,0,5,0:02,2.703,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,16:14:48,NINTEN,Articuno,Super Nerd,3,2:03.83,2:03,0h2m3s,0,0,14,0:23,3.141,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:14:53,NINTEN,Articuno,Rocket,3,2:09.43,2:09,0h2m9s,0,0,15,0:24,3.046,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:15:08,NINTEN,Articuno,Rival2-Nugget Bridge,4,2:23.77,2:23,0h2m23s,0,0,16,0:27,5.014,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,16:15:16,NINTEN,Articuno,Bug Catcher,2,2:32.12,2:32,0h2m32s,0,0,16,0:29,2.985,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,16:15:19,NINTEN,Articuno,Lass,2,2:35.38,2:35,0h2m35s,0,0,16,0:29,2.282,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,16:15:23,NINTEN,Articuno,Youngster,3,2:39.46,2:39,0h2m39s,0,0,17,0:30,3.155,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,16:15:26,NINTEN,Articuno,Lass,2,2:42.47,2:42,0h2m42s,0,0,17,0:31,2.075,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,16:15:29,NINTEN,Articuno,Jr Trainer M,1,2:45.66,2:45,0h2m45s,0,0,17,0:31,2.218,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,16:15:35,NINTEN,Articuno,Rocket,2,2:51.26,2:51,0h2m51s,0,0,18,0:33,3.532,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,16:15:40,NINTEN,Articuno,Hiker,2,2:56.46,2:56,0h2m56s,0,0,18,0:34,2.157,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,16:15:47,NINTEN,Articuno,Lass,2,3:03.54,3:03,0h3m3s,0,0,18,0:35,3.795,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,16:15:52,NINTEN,Articuno,Jr Trainer M,2,3:08.29,3:08,0h3m8s,0,0,19,0:36,2.313,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,16:15:56,NINTEN,Articuno,Lass,3,3:12.58,3:12,0h3m12s,0,0,19,0:37,2.845,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,16:16:10,NINTEN,Articuno,Jr Trainer F,1,3:26.46,3:26,0h3m26s,0,0,19,0:39,2.61,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,16:16:19,NINTEN,Articuno,Misty,2,3:35.41,3:35,0h3m35s,0,0,20,0:41,6.733,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,16:16:32,NINTEN,Articuno,Cerulean Rocket,2,3:48.36,3:48,0h3m48s,0,0,21,0:44,7.155,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,16:33:16,NINTEN,Articuno,Cerulean Rocket,2,3:15.90,3:15,0h3m15s,0,0,21,0:44,1700350396.597,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,16:34:06,NINTEN,Articuno,Bug Catcher,1,46.38,46,0h0m46s,0,0,7,0:10,2.703,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,16:34:13,NINTEN,Articuno,Brock,2,52.88,52,0h0m52s,0,0,9,0:11,2.564,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,16:34:21,NINTEN,Articuno,Bug Catcher,3,1:01.35,1:01,0h1m1s,0,0,10,0:13,4.878,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,16:34:24,NINTEN,Articuno,Youngster,2,1:04.10,1:04,0h1m4s,0,0,10,0:14,1.765,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,16:34:30,NINTEN,Articuno,Bug Catcher,4,1:09.59,1:09,0h1m9s,0,0,11,0:15,4.672,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,16:34:35,NINTEN,Articuno,Bug Catcher,2,1:14.57,1:14,0h1m14s,0,0,12,0:17,3.141,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,16:34:43,NINTEN,Articuno,Super Nerd,2,1:22.91,1:22,0h1m22s,0,0,13,0:19,2.531,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,16:35:02,NINTEN,Articuno,Super Nerd,3,1:42.38,1:42,0h1m42s,0,0,14,0:23,2.624,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,16:35:07,NINTEN,Articuno,Rocket,3,1:47.12,1:47,0h1m47s,0,0,15,0:24,2.703,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,16:35:26,NINTEN,Articuno,Bug Catcher,2,2:05.63,2:05,0h2m5s,0,0,16,0:29,2.5,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,16:35:28,NINTEN,Articuno,Lass,2,2:08.43,2:08,0h2m8s,0,0,16,0:29,1.999,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,16:35:32,NINTEN,Articuno,Youngster,3,2:12.02,2:12,0h2m12s,0,0,17,0:30,2.781,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,16:35:35,NINTEN,Articuno,Lass,2,2:14.58,2:14,0h2m14s,0,0,17,0:31,1.765,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,16:35:37,NINTEN,Articuno,Jr Trainer M,1,2:17.32,2:17,0h2m17s,0,0,17,0:31,1.938,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,16:35:42,NINTEN,Articuno,Rocket,2,2:22.10,2:22,0h2m22s,0,0,18,0:33,3.031,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,16:35:46,NINTEN,Articuno,Hiker,2,2:26.39,2:26,0h2m26s,0,0,18,0:34,1.813,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,16:35:52,NINTEN,Articuno,Lass,2,2:32.41,2:32,0h2m32s,0,0,18,0:35,3.389,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,16:35:57,NINTEN,Articuno,Jr Trainer M,2,2:36.50,2:36,0h2m36s,0,0,19,0:36,1.97,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,16:36:00,NINTEN,Articuno,Lass,3,2:40.19,2:40,0h2m40s,0,0,19,0:37,2.483,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,16:36:11,NINTEN,Articuno,Jr Trainer F,1,2:51.46,2:51,0h2m51s,0,0,19,0:39,2.251,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,16:36:19,NINTEN,Articuno,Misty,2,2:59.38,2:59,0h2m59s,0,0,20,0:41,6.014,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,16:36:30,NINTEN,Articuno,Cerulean Rocket,2,3:10.21,3:10,0h3m10s,0,0,21,0:44,6.125,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,16:36:39,NINTEN,Articuno,Jr Trainer F,3,3:19.25,3:19,0h3m19s,0,0,21,0:46,2.859,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,16:36:43,NINTEN,Articuno,Jr Trainer M,2,3:23.21,3:23,0h3m23s,0,0,21,0:47,3.078,ICE BEAM,PECK,,,1,2004,166,26,26,102,95,46,8,12642,Flareon
11-18,16:36:51,NINTEN,Articuno,Youngster,1,3:31.16,3:31,0h3m31s,0,0,22,0:49,1.358,ICE BEAM,PECK,,,1,2105,191,27,26,103,96,46,10,7012,Flareon
11-18,16:37:00,NINTEN,Articuno,Fisher,3,3:40.30,3:40,0h3m40s,0,0,22,0:51,4.515,ICE BEAM,PECK,,,1,2205,203,28,26,110,103,50,11,7327,Flareon
11-18,16:37:04,NINTEN,Articuno,Gentleman,2,3:44.07,3:44,0h3m44s,0,0,23,0:52,2.109,ICE BEAM,PECK,,,1,2232,207,29,26,112,105,50,11,7922,Flareon
11-18,16:37:12,NINTEN,Articuno,Rival3-SS Anne,4,3:51.88,3:51,0h3m51s,0,0,23,0:54,5.874,ICE BEAM,PECK,,,1,2260,210,30,26,120,113,55,11,9112,Flareon
11-18,16:37:37,NINTEN,Articuno,Surge,1,4:16.64,4:16,0h4m16s,0,0,24,1:00,2.312,ICE BEAM,PECK,,,2,2567,272,31,26,123,116,56,11,10412,Flareon
11-18,16:37:54,NINTEN,Articuno,Wrapping Lass,4,4:33.61,4:33,0h4m33s,0,0,24,1:04,3.452,ICE BEAM,PECK,,,2,2756,288,32,26,127,120,56,13,13184,Flareon
11-18,16:37:57,NINTEN,Articuno,Bug Catcher,3,4:37.41,4:37,0h4m37s,0,0,24,1:04,2.452,ICE BEAM,PECK,,,2,2796,290,33,26,130,123,56,13,13544,Flareon
11-18,16:38:06,NINTEN,Articuno,Pokemaniac,2,4:45.68,4:45,0h4m45s,0,0,25,1:06,3.562,ICE BEAM,PECK,,,2,2916,305,34,26,135,128,59,13,13744,Flareon
11-18,16:38:15,NINTEN,Articuno,Pokemaniac,1,4:54.55,4:54,0h4m54s,0,0,25,1:08,3.343,ICE BEAM,PECK,,,2,2955,308,35,27,140,133,63,13,14894,Flareon
11-18,16:38:20,NINTEN,Articuno,Jr Trainer F,2,4:59.63,4:59,0h4m59s,0,0,25,1:10,3.204,ICE BEAM,PECK,,,2,2968,308,36,27,144,137,65,13,16144,Flareon
11-18,16:38:29,NINTEN,Articuno,Selfdestructing Hiker,3,5:09.18,5:09,0h5m9s,0,0,26,1:12,2.936,ICE BEAM,PECK,,,2,3081,318,37,27,147,140,65,13,16584,Flareon
11-18,16:38:34,NINTEN,Articuno,Jr Trainer F,3,5:14.41,5:14,0h5m14s,0,0,26,1:13,2.767,ICE BEAM,PECK,,,2,3135,340,38,27,150,143,66,13,17319,Flareon
11-18,16:38:40,NINTEN,Articuno,Gambler,2,5:20.30,5:20,0h5m20s,0,0,26,1:15,1.843,ICE BEAM,PECK,,,2,3219,359,39,28,152,145,66,14,17719,Flareon
11-18,16:38:56,NINTEN,Articuno,Rocket,2,5:35.60,5:35,0h5m35s,0,0,27,1:18,2.031,ICE BEAM,PECK,,,2,3494,423,40,28,154,147,66,13,19399,Flareon
11-18,16:42:43,NINTEN,Articuno,Bug Catcher,2,2:06.30,2:06,0h2m6s,0,0,16,0:29,1700350963.876,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,16:42:46,NINTEN,Articuno,Lass,2,2:09.07,2:09,0h2m9s,0,0,16,0:29,1.922,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
