date_string,time_string,player_name,pokemon,trainer_name,total_pokemon,real_time_total,real_time_hmmss,real_time_file_label,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4,saves,steps,bonks,trainerBattles,wildBattles,battleTurns,playerTurns,enemyTurns,itemsInBag,money,rivalTeam
11-18,17:57:40,NINTEN,Articuno,Selfdestructing Hiker,3,5:10.03,5:10,0h5m10s,0,0,26,1:12,2.953,ICE BEAM,PECK,,,2,3081,318,37,27,147,140,65,13,16584,Flareon
11-18,17:57:45,NINTEN,Articuno,Jr Trainer F,3,5:15.12,5:15,0h5m15s,0,0,26,1:13,2.627,ICE BEAM,PECK,,,2,3135,340,38,27,150,143,66,13,17319,Flareon
11-18,17:57:51,NINTEN,Articuno,Gambler,2,5:20.96,5:20,0h5m20s,0,0,26,1:15,1.903,ICE BEAM,PECK,,,2,3219,359,39,28,152,145,66,14,17719,Flareon
11-18,17:58:06,NINTEN,Articuno,Rocket,2,5:36.27,5:36,0h5m36s,0,0,27,1:18,2.001,ICE BEAM,PECK,,,2,3494,423,40,28,154,147,66,13,19399,Flareon
11-18,17:58:31,NINTEN,Articuno,Cooltrainer F,3,6:00.68,6:00,0h6m0s,0,0,28,1:24,2.813,ICE BEAM,PECK,FLY,,2,3891,458,41,28,157,150,66,17,2999,Flareon
11-18,17:58:35,NINTEN,Articuno,Erika,3,6:04.72,6:04,0h6m4s,0,0,28,1:25,2.625,ICE BEAM,PECK,FLY,,2,3894,458,42,28,160,153,66,17,3839,Flareon
11-18,17:58:49,NINTEN,Articuno,Rival4-Pkmn Tower,5,6:18.74,6:18,0h6m18s,0,0,29,1:28,9.25,ICE BEAM,PECK,FLY,,2,3944,461,43,28,180,164,81,18,7007,Flareon
11-18,17:58:55,NINTEN,Articuno,Channeler,2,6:25.44,6:25,0h6m25s,0,0,30,1:30,2.657,ICE BEAM,PECK,FLY,,2,3994,467,44,28,184,166,83,18,8632,Flareon
11-18,17:59:00,NINTEN,Articuno,Channeler,1,6:30.41,6:30,0h6m30s,0,0,30,1:31,1.36,ICE BEAM,PECK,FLY,,2,4065,486,45,28,185,167,83,18,9322,Flareon
11-18,17:59:02,NINTEN,Articuno,Channeler,1,6:32.44,6:32,0h6m32s,0,0,30,1:31,1.251,ICE BEAM,PECK,FLY,,2,4073,487,46,28,186,168,83,18,10042,Flareon
11-18,17:59:09,NINTEN,Articuno,Rocket,3,6:39.46,6:39,0h6m39s,0,0,31,1:33,3.017,ICE BEAM,PECK,FLY,,2,4098,488,47,29,190,172,84,18,10762,Flareon
11-18,17:59:25,NINTEN,Articuno,Biker,3,6:54.85,6:54,0h6m54s,0,0,31,1:37,3.142,ICE BEAM,PECK,FLY,,2,4241,509,48,30,194,176,85,19,11572,Flareon
11-18,17:59:35,NINTEN,Articuno,Biker,5,7:05.35,7:05,0h7m5s,0,0,32,1:39,4.079,ICE BEAM,PECK,FLY,,2,4366,524,49,30,199,181,85,18,12132,Flareon
11-18,18:00:06,NINTEN,Articuno,Rocket,1,7:36.32,7:36,0h7m36s,0,0,32,1:47,2.423,ICE BEAM,PECK,FLY,,2,5010,571,50,31,202,184,87,18,12132,Flareon
11-18,18:00:13,NINTEN,Articuno,Rocket,1,7:43.21,7:43,0h7m43s,0,0,33,1:48,2.344,ICE BEAM,PECK,FLY,,2,5109,594,51,31,204,186,88,19,13122,Flareon
11-18,18:00:22,NINTEN,Articuno,Rocket,3,7:52.05,7:52,0h7m52s,0,0,33,1:50,4.141,ICE BEAM,PECK,FLY,,2,5174,608,52,31,210,190,92,19,14112,Flareon
