date_string,time_string,player_name,pokemon,trainer_name,total_pokemon,real_time_total,real_time_hmmss,real_time_file_label,resets,blackouts,level,game_time,battle_duration,move1,move2,move3,move4,saves,steps,bonks,trainerBattles,wildBattles,battleTurns,playerTurns,enemyTurns,itemsInBag,money,rivalTeam
11-18,17:52:43,NINTEN,Articuno,Rival1-Lab,1,13.41,13,0h0m13s,0,0,5,0:02,2.296,PECK,ICE BEAM,,,0,72,2,1,1,3,3,2,0,3000,Jolteon
11-18,17:53:16,NINTEN,Articuno,Bug Catcher,1,46.47,46,0h0m46s,0,0,7,0:10,2.783,ICE BEAM,PECK,,,0,605,65,2,11,9,9,5,1,3175,Flareon
11-18,17:53:23,NINTEN,Articuno,Brock,2,53.04,53,0h0m53s,0,0,9,0:11,2.593,ICE BEAM,PECK,,,0,709,66,3,12,11,11,6,1,3275,Flareon
11-18,17:53:31,NINTEN,Articuno,Bug Catcher,3,1:01.28,1:01,0h1m1s,0,0,10,0:13,4.639,ICE BEAM,PECK,,,0,786,66,4,12,17,17,11,2,4463,Flareon
11-18,17:53:34,NINTEN,Articuno,Youngster,2,1:04.03,1:04,0h1m4s,0,0,10,0:14,1.829,ICE BEAM,PECK,,,0,790,66,5,12,19,19,11,2,4563,Flareon
11-18,17:53:40,NINTEN,Articuno,Bug Catcher,4,1:09.87,1:09,0h1m9s,0,0,11,0:15,1700355220.353,ICE BEAM,PECK,,,0,794,67,6,12,25,25,13,2,4728,Flareon
11-18,17:53:45,NINTEN,Articuno,Bug Catcher,2,1:15.28,1:15,0h1m15s,0,0,12,0:17,3.62,ICE BEAM,PECK,,,0,804,67,7,12,29,29,15,2,4818,Flareon
11-18,17:53:53,NINTEN,Articuno,Super Nerd,2,1:23.22,1:23,0h1m23s,0,0,13,0:19,2.421,ICE BEAM,PECK,,,0,945,86,8,12,32,32,16,2,4928,Flareon
11-18,17:54:13,NINTEN,Articuno,Super Nerd,3,1:42.91,1:42,0h1m42s,0,0,14,0:23,1700355253.393,ICE BEAM,PECK,,,0,1168,89,9,24,36,36,16,3,5203,Flareon
11-18,17:54:17,NINTEN,Articuno,Rocket,3,1:47.47,1:47,0h1m47s,0,0,15,0:24,2.546,ICE BEAM,PECK,,,0,1184,91,10,24,39,39,16,4,5503,Flareon
11-18,17:54:29,NINTEN,Articuno,Rival2-Nugget Bridge,4,1:59.26,1:59,0h1m59s,0,0,16,0:27,4.39,ICE BEAM,PECK,,,0,1384,119,11,24,45,45,19,4,5923,Flareon
11-18,17:54:36,NINTEN,Articuno,Bug Catcher,2,2:06.18,2:06,0h2m6s,0,0,16,0:29,2.564,ICE BEAM,PECK,,,0,1457,122,12,24,48,48,20,4,6518,Flareon
11-18,17:54:39,NINTEN,Articuno,Lass,2,2:08.94,2:08,0h2m8s,0,0,16,0:29,1700355279.424,ICE BEAM,PECK,,,0,1459,123,13,24,50,50,21,4,6658,Flareon
11-18,17:54:42,NINTEN,Articuno,Youngster,3,2:12.44,2:12,0h2m12s,0,0,17,0:30,2.704,ICE BEAM,PECK,,,0,1463,125,14,24,53,53,21,4,6868,Flareon
11-18,17:54:45,NINTEN,Articuno,Lass,2,2:15.12,2:15,0h2m15s,0,0,17,0:31,1.861,ICE BEAM,PECK,,,0,1467,128,15,24,55,55,21,4,7078,Flareon
11-18,17:54:48,NINTEN,Articuno,Jr Trainer M,1,2:17.96,2:17,0h2m17s,0,0,17,0:31,1.984,ICE BEAM,PECK,,,0,1471,130,16,24,57,57,22,4,7318,Flareon
11-18,17:54:53,NINTEN,Articuno,Rocket,2,2:22.86,2:22,0h2m22s,0,0,18,0:33,3.093,ICE BEAM,PECK,,,0,1477,130,17,24,61,61,24,5,7678,Flareon
11-18,17:54:57,NINTEN,Articuno,Hiker,2,2:27.26,2:27,0h2m27s,0,0,18,0:34,1.876,ICE BEAM,PECK,,,0,1521,133,18,24,63,63,24,5,8128,Flareon
11-18,17:55:03,NINTEN,Articuno,Lass,2,2:33.10,2:33,0h2m33s,0,0,18,0:35,3.25,ICE BEAM,PECK,,,0,1543,136,19,24,67,67,26,6,8653,Flareon
11-18,17:55:07,NINTEN,Articuno,Jr Trainer M,2,2:37.27,2:37,0h2m37s,0,0,19,0:36,2.109,ICE BEAM,PECK,,,0,1553,138,20,24,69,69,26,4,8878,Flareon
11-18,17:55:11,NINTEN,Articuno,Lass,3,2:41.03,2:41,0h2m41s,0,0,19,0:37,2.547,ICE BEAM,PECK,,,0,1568,138,21,24,72,72,26,4,9158,Flareon
11-18,17:55:22,NINTEN,Articuno,Jr Trainer F,1,2:52.28,2:52,0h2m52s,0,0,19,0:39,2.236,ICE BEAM,PECK,,,0,1763,150,22,24,75,75,28,6,9353,Flareon
11-18,17:55:30,NINTEN,Articuno,Misty,2,3:00.08,3:00,0h3m0s,0,0,20,0:41,5.868,ICE BEAM,PECK,,,1,1764,152,23,24,84,84,34,6,9733,Flareon
11-18,17:55:41,NINTEN,Articuno,Cerulean Rocket,2,3:11.07,3:11,0h3m11s,0,0,21,0:44,6.267,ICE BEAM,PECK,,,1,1851,161,24,24,95,88,43,7,11812,Flareon
11-18,17:55:50,NINTEN,Articuno,Jr Trainer F,3,3:19.85,3:19,0h3m19s,0,0,21,0:46,2.657,ICE BEAM,PECK,,,1,2001,166,25,26,98,91,44,8,12322,Flareon
11-18,17:55:54,NINTEN,Articuno,Jr Trainer M,2,3:23.83,3:23,0h3m23s,0,0,21,0:47,3.155,ICE BEAM,PECK,,,1,2004,166,26,26,102,95,46,8,12642,Flareon
11-18,17:56:02,NINTEN,Articuno,Youngster,1,3:31.88,3:31,0h3m31s,0,0,22,0:49,1.36,ICE BEAM,PECK,,,1,2105,191,27,26,103,96,46,10,7012,Flareon
11-18,17:56:11,NINTEN,Articuno,Fisher,3,3:40.89,3:40,0h3m40s,0,0,22,0:51,4.375,ICE BEAM,PECK,,,1,2205,203,28,26,110,103,50,11,7327,Flareon
11-18,17:56:15,NINTEN,Articuno,Gentleman,2,3:44.60,3:44,0h3m44s,0,0,23,0:52,2.063,ICE BEAM,PECK,,,1,2232,207,29,26,112,105,50,11,7922,Flareon
11-18,17:56:23,NINTEN,Articuno,Rival3-SS Anne,4,3:52.58,3:52,0h3m52s,0,0,23,0:54,6.031,ICE BEAM,PECK,,,1,2260,210,30,26,120,113,55,11,9112,Flareon
11-18,17:56:47,NINTEN,Articuno,Surge,1,4:17.28,4:17,0h4m17s,0,0,24,1:00,2.312,ICE BEAM,PECK,,,2,2567,272,31,26,123,116,56,11,10412,Flareon
11-18,17:57:04,NINTEN,Articuno,Wrapping Lass,4,4:34.35,4:34,0h4m34s,0,0,24,1:03,3.563,ICE BEAM,PECK,,,2,2756,288,32,26,127,120,56,13,13184,Flareon
11-18,17:57:08,NINTEN,Articuno,Bug Catcher,3,4:38.24,4:38,0h4m38s,0,0,24,1:04,2.484,ICE BEAM,PECK,,,2,2796,290,33,26,130,123,56,13,13544,Flareon
11-18,17:57:17,NINTEN,Articuno,Pokemaniac,2,4:46.60,4:46,0h4m46s,0,0,25,1:06,3.672,ICE BEAM,PECK,,,2,2916,305,34,26,135,128,59,13,13744,Flareon
11-18,17:57:25,NINTEN,Articuno,Pokemaniac,1,4:55.24,4:55,0h4m55s,0,0,25,1:08,3.249,ICE BEAM,PECK,,,2,2955,308,35,27,140,133,63,13,14894,Flareon
11-18,17:57:30,NINTEN,Articuno,Jr Trainer F,2,5:00.41,5:00,0h5m0s,0,0,25,1:10,3.249,ICE BEAM,PECK,,,2,2968,308,36,27,144,137,65,13,16144,Flareon
